year,month,day,hour,consumption
2013,8,25,0,2.45
2013,8,25,1,1.23
2013,8,25,2,1.18
2013,8,25,3,2.36
2013,8,25,4,0.86
2013,8,25,5,5.53
2013,8,25,6,17.48
2013,8,25,7,19.29
2013,8,25,8,17.53
2013,8,25,9,15.41
2013,8,25,10,15.09
2013,8,25,11,17.46
2013,8,25,12,7.79
2013,8,25,13,7.2
2013,8,25,14,16.64
2013,8,25,15,17.91
2013,8,25,16,17.26
2013,8,25,17,19.14
2013,8,25,18,19.73
2013,8,25,19,17.24
2013,8,25,20,1.68
2013,8,25,21,2.33
2013,8,25,22,5.65
2013,8,25,23,0.8
2013,8,26,0,2.25
2013,8,26,1,3.14
2013,8,26,2,4.93
2013,8,26,3,4.21
2013,8,26,4,2.98
2013,8,26,5,2.79
2013,8,26,6,17.93
2013,8,26,7,19.68
2013,8,26,8,16.75
2013,8,26,9,16.29
2013,8,26,10,16.23
2013,8,26,11,16.65
2013,8,26,12,6.12
2013,8,26,13,6.7
2013,8,26,14,18.49
2013,8,26,15,19.25
2013,8,26,16,16.3
2013,8,26,17,17.84
2013,8,26,18,18.48
2013,8,26,19,15.41
2013,8,26,20,1.9
2013,8,26,21,1.74
2013,8,26,22,3.84
2013,8,26,23,2.2
2013,8,27,0,2.18
2013,8,27,1,0.21
2013,8,27,2,0.8
2013,8,27,3,5.76
2013,8,27,4,4.47
2013,8,27,5,1.15
2013,8,27,6,17.26
2013,8,27,7,18.47
2013,8,27,8,15.32
2013,8,27,9,19.13
2013,8,27,10,18.15
2013,8,27,11,16.37
2013,8,27,12,7.77
2013,8,27,13,7.4
2013,8,27,14,15.07
2013,8,27,15,17.3
2013,8,27,16,15.04
2013,8,27,17,18.2
2013,8,27,18,19.13
2013,8,27,19,17.84
2013,8,27,20,5.37
2013,8,27,21,0.33
2013,8,27,22,4.72
2013,8,27,23,4.31
2013,8,28,0,0.58
2013,8,28,1,1.42
2013,8,28,2,3.87
2013,8,28,3,5.37
2013,8,28,4,2.37
2013,8,28,5,4.81
2013,8,28,6,19.44
2013,8,28,7,18.39
2013,8,28,8,15.93
2013,8,28,9,18.02
2013,8,28,10,15.8
2013,8,28,11,19.29
2013,8,28,12,7.77
2013,8,28,13,6.89
2013,8,28,14,15.27
2013,8,28,15,18.34
2013,8,28,16,19.47
2013,8,28,17,17.74
2013,8,28,18,19.67
2013,8,28,19,19.05
2013,8,28,20,3.42
2013,8,28,21,5.05
2013,8,28,22,2.94
2013,8,28,23,3.38
2013,8,29,0,5.52
2013,8,29,1,0.57
2013,8,29,2,5.94
2013,8,29,3,5.57
2013,8,29,4,2.7
2013,8,29,5,3.06
2013,8,29,6,16.71
2013,8,29,7,16.53
2013,8,29,8,16.93
2013,8,29,9,17.95
2013,8,29,10,17.38
2013,8,29,11,16.96
2013,8,29,12,6.71
2013,8,29,13,6.29
2013,8,29,14,15.75
2013,8,29,15,19.38
2013,8,29,16,19.32
2013,8,29,17,19.67
2013,8,29,18,15.46
2013,8,29,19,17.32
2013,8,29,20,5.32
2013,8,29,21,3.54
2013,8,29,22,2.89
2013,8,29,23,5.09
2013,8,30,0,3.19
2013,8,30,1,0.41
2013,8,30,2,2.21
2013,8,30,3,3.0
2013,8,30,4,0.54
2013,8,30,5,4.56
2013,8,30,6,19.0
2013,8,30,7,15.58
2013,8,30,8,15.86
2013,8,30,9,18.11
2013,8,30,10,17.47
2013,8,30,11,18.68
2013,8,30,12,7.73
2013,8,30,13,6.28
2013,8,30,14,16.22
2013,8,30,15,18.87
2013,8,30,16,17.4
2013,8,30,17,18.64
2013,8,30,18,19.7
2013,8,30,19,15.3
2013,8,30,20,5.21
2013,8,30,21,3.85
2013,8,30,22,5.97
2013,8,30,23,2.35
2013,8,31,0,1.92
2013,8,31,1,5.61
2013,8,31,2,1.35
2013,8,31,3,3.21
2013,8,31,4,0.69
2013,8,31,5,3.25
2013,8,31,6,15.83
2013,8,31,7,18.9
2013,8,31,8,15.48
2013,8,31,9,18.85
2013,8,31,10,18.42
2013,8,31,11,17.36
2013,8,31,12,6.93
2013,8,31,13,6.49
2013,8,31,14,15.47
2013,8,31,15,15.6
2013,8,31,16,18.11
2013,8,31,17,15.27
2013,8,31,18,18.41
2013,8,31,19,16.92
2013,8,31,20,4.09
2013,8,31,21,2.75
2013,8,31,22,1.45
2013,8,31,23,1.45
2013,9,1,0,2.13
2013,9,1,1,2.15
2013,9,1,2,5.12
2013,9,1,3,4.67
2013,9,1,4,3.25
2013,9,1,5,2.59
2013,9,1,6,17.44
2013,9,1,7,15.95
2013,9,1,8,19.12
2013,9,1,9,19.11
2013,9,1,10,15.88
2013,9,1,11,17.36
2013,9,1,12,6.54
2013,9,1,13,6.09
2013,9,1,14,17.01
2013,9,1,15,18.18
2013,9,1,16,17.77
2013,9,1,17,16.12
2013,9,1,18,19.52
2013,9,1,19,17.14
2013,9,1,20,5.84
2013,9,1,21,5.39
2013,9,1,22,0.8
2013,9,1,23,5.83
2013,9,2,0,1.29
2013,9,2,1,5.03
2013,9,2,2,1.07
2013,9,2,3,5.19
2013,9,2,4,1.44
2013,9,2,5,1.33
2013,9,2,6,19.69
2013,9,2,7,19.73
2013,9,2,8,17.28
2013,9,2,9,17.53
2013,9,2,10,15.43
2013,9,2,11,15.2
2013,9,2,12,6.03
2013,9,2,13,6.59
2013,9,2,14,19.43
2013,9,2,15,19.91
2013,9,2,16,15.86
2013,9,2,17,17.54
2013,9,2,18,19.88
2013,9,2,19,19.33
2013,9,2,20,1.4
2013,9,2,21,2.39
2013,9,2,22,2.68
2013,9,2,23,4.01
2013,9,3,0,5.6
2013,9,3,1,1.57
2013,9,3,2,5.78
2013,9,3,3,1.85
2013,9,3,4,3.31
2013,9,3,5,5.92
2013,9,3,6,19.45
2013,9,3,7,16.44
2013,9,3,8,19.06
2013,9,3,9,17.55
2013,9,3,10,16.78
2013,9,3,11,17.04
2013,9,3,12,7.61
2013,9,3,13,6.62
2013,9,3,14,19.59
2013,9,3,15,15.45
2013,9,3,16,19.88
2013,9,3,17,18.52
2013,9,3,18,15.55
2013,9,3,19,18.63
2013,9,3,20,3.07
2013,9,3,21,4.75
2013,9,3,22,4.62
2013,9,3,23,4.23
2013,9,4,0,2.56
2013,9,4,1,4.35
2013,9,4,2,3.61
2013,9,4,3,2.27
2013,9,4,4,3.91
2013,9,4,5,3.32
2013,9,4,6,18.01
2013,9,4,7,17.68
2013,9,4,8,18.04
2013,9,4,9,16.17
2013,9,4,10,17.14
2013,9,4,11,19.98
2013,9,4,12,7.88
2013,9,4,13,7.54
2013,9,4,14,18.87
2013,9,4,15,17.42
2013,9,4,16,15.21
2013,9,4,17,15.01
2013,9,4,18,18.78
2013,9,4,19,18.37
2013,9,4,20,4.7
2013,9,4,21,2.71
2013,9,4,22,4.62
2013,9,4,23,5.45
2013,9,5,0,0.7
2013,9,5,1,3.66
2013,9,5,2,4.99
2013,9,5,3,3.65
2013,9,5,4,2.49
2013,9,5,5,5.8
2013,9,5,6,19.25
2013,9,5,7,16.37
2013,9,5,8,17.14
2013,9,5,9,19.05
2013,9,5,10,19.39
2013,9,5,11,17.88
2013,9,5,12,6.78
2013,9,5,13,7.96
2013,9,5,14,15.98
2013,9,5,15,16.99
2013,9,5,16,16.16
2013,9,5,17,17.59
2013,9,5,18,19.89
2013,9,5,19,17.5
2013,9,5,20,4.19
2013,9,5,21,4.63
2013,9,5,22,4.82
2013,9,5,23,3.53
2013,9,6,0,5.08
2013,9,6,1,4.46
2013,9,6,2,1.27
2013,9,6,3,2.92
2013,9,6,4,2.51
2013,9,6,5,3.3
2013,9,6,6,19.49
2013,9,6,7,15.32
2013,9,6,8,19.31
2013,9,6,9,17.06
2013,9,6,10,17.6
2013,9,6,11,17.05
2013,9,6,12,7.46
2013,9,6,13,6.45
2013,9,6,14,19.94
2013,9,6,15,17.14
2013,9,6,16,15.9
2013,9,6,17,15.97
2013,9,6,18,16.54
2013,9,6,19,19.7
2013,9,6,20,4.7
2013,9,6,21,3.39
2013,9,6,22,3.67
2013,9,6,23,5.56
2013,9,7,0,5.11
2013,9,7,1,5.65
2013,9,7,2,2.8
2013,9,7,3,1.18
2013,9,7,4,4.93
2013,9,7,5,0.9
2013,9,7,6,18.04
2013,9,7,7,19.71
2013,9,7,8,17.38
2013,9,7,9,19.33
2013,9,7,10,18.04
2013,9,7,11,17.03
2013,9,7,12,7.56
2013,9,7,13,6.48
2013,9,7,14,19.15
2013,9,7,15,19.64
2013,9,7,16,17.26
2013,9,7,17,15.69
2013,9,7,18,19.7
2013,9,7,19,17.49
2013,9,7,20,1.5
2013,9,7,21,3.17
2013,9,7,22,1.45
2013,9,7,23,5.45
2013,9,8,0,3.24
2013,9,8,1,3.24
2013,9,8,2,3.0
2013,9,8,3,3.81
2013,9,8,4,3.31
2013,9,8,5,0.47
2013,9,8,6,18.11
2013,9,8,7,17.4
2013,9,8,8,15.43
2013,9,8,9,17.55
2013,9,8,10,17.13
2013,9,8,11,18.55
2013,9,8,12,6.82
2013,9,8,13,6.21
2013,9,8,14,19.17
2013,9,8,15,16.67
2013,9,8,16,17.72
2013,9,8,17,15.02
2013,9,8,18,16.53
2013,9,8,19,18.59
2013,9,8,20,1.88
2013,9,8,21,2.6
2013,9,8,22,0.71
2013,9,8,23,2.37
2013,9,9,0,1.69
2013,9,9,1,3.86
2013,9,9,2,4.05
2013,9,9,3,2.35
2013,9,9,4,5.8
2013,9,9,5,0.74
2013,9,9,6,17.4
2013,9,9,7,17.75
2013,9,9,8,15.01
2013,9,9,9,15.75
2013,9,9,10,16.83
2013,9,9,11,15.17
2013,9,9,12,7.52
2013,9,9,13,6.09
2013,9,9,14,19.53
2013,9,9,15,18.47
2013,9,9,16,15.4
2013,9,9,17,17.78
2013,9,9,18,19.23
2013,9,9,19,16.34
2013,9,9,20,0.79
2013,9,9,21,1.25
2013,9,9,22,1.5
2013,9,9,23,2.06
2013,9,10,0,5.12
2013,9,10,1,4.4
2013,9,10,2,4.22
2013,9,10,3,3.4
2013,9,10,4,0.63
2013,9,10,5,0.23
2013,9,10,6,15.21
2013,9,10,7,17.16
2013,9,10,8,19.97
2013,9,10,9,19.98
2013,9,10,10,15.52
2013,9,10,11,15.69
2013,9,10,12,7.11
2013,9,10,13,7.63
2013,9,10,14,19.26
2013,9,10,15,15.66
2013,9,10,16,15.8
2013,9,10,17,16.47
2013,9,10,18,16.26
2013,9,10,19,18.91
2013,9,10,20,0.65
2013,9,10,21,5.95
2013,9,10,22,1.0
2013,9,10,23,4.96
2013,9,11,0,3.51
2013,9,11,1,3.43
2013,9,11,2,1.43
2013,9,11,3,0.43
2013,9,11,4,4.04
2013,9,11,5,2.58
2013,9,11,6,18.94
2013,9,11,7,15.96
2013,9,11,8,15.21
2013,9,11,9,19.59
2013,9,11,10,16.43
2013,9,11,11,16.88
2013,9,11,12,7.1
2013,9,11,13,6.67
2013,9,11,14,18.04
2013,9,11,15,16.96
2013,9,11,16,16.84
2013,9,11,17,16.25
2013,9,11,18,18.07
2013,9,11,19,16.56
2013,9,11,20,4.91
2013,9,11,21,0.73
2013,9,11,22,1.31
2013,9,11,23,1.46
2013,9,12,0,2.89
2013,9,12,1,0.41
2013,9,12,2,0.5
2013,9,12,3,5.34
2013,9,12,4,3.21
2013,9,12,5,3.36
2013,9,12,6,15.52
2013,9,12,7,16.66
2013,9,12,8,15.24
2013,9,12,9,19.55
2013,9,12,10,17.11
2013,9,12,11,18.46
2013,9,12,12,7.76
2013,9,12,13,6.69
2013,9,12,14,19.47
2013,9,12,15,19.06
2013,9,12,16,16.91
2013,9,12,17,19.76
2013,9,12,18,17.44
2013,9,12,19,15.49
2013,9,12,20,2.46
2013,9,12,21,0.74
2013,9,12,22,4.18
2013,9,12,23,0.92
2013,9,13,0,1.17
2013,9,13,1,2.6
2013,9,13,2,0.48
2013,9,13,3,5.85
2013,9,13,4,1.97
2013,9,13,5,2.29
2013,9,13,6,19.28
2013,9,13,7,19.44
2013,9,13,8,19.86
2013,9,13,9,18.87
2013,9,13,10,16.89
2013,9,13,11,17.37
2013,9,13,12,6.56
2013,9,13,13,6.16
2013,9,13,14,15.46
2013,9,13,15,17.0
2013,9,13,16,16.91
2013,9,13,17,15.55
2013,9,13,18,17.73
2013,9,13,19,17.86
2013,9,13,20,2.42
2013,9,13,21,2.13
2013,9,13,22,5.59
2013,9,13,23,4.52
2013,9,14,0,2.08
2013,9,14,1,2.76
2013,9,14,2,2.72
2013,9,14,3,2.88
2013,9,14,4,4.75
2013,9,14,5,1.88
2013,9,14,6,17.47
2013,9,14,7,17.57
2013,9,14,8,19.24
2013,9,14,9,15.42
2013,9,14,10,17.43
2013,9,14,11,18.39
2013,9,14,12,7.99
2013,9,14,13,6.95
2013,9,14,14,15.01
2013,9,14,15,19.41
2013,9,14,16,17.6
2013,9,14,17,17.79
2013,9,14,18,19.95
2013,9,14,19,19.11
2013,9,14,20,5.27
2013,9,14,21,4.18
2013,9,14,22,3.74
2013,9,14,23,0.46
2013,9,15,0,1.29
2013,9,15,1,5.09
2013,9,15,2,0.15
2013,9,15,3,1.46
2013,9,15,4,1.12
2013,9,15,5,3.35
2013,9,15,6,18.53
2013,9,15,7,15.86
2013,9,15,8,18.33
2013,9,15,9,19.96
2013,9,15,10,17.19
2013,9,15,11,19.38
2013,9,15,12,6.02
2013,9,15,13,6.16
2013,9,15,14,18.26
2013,9,15,15,19.17
2013,9,15,16,16.61
2013,9,15,17,16.06
2013,9,15,18,19.65
2013,9,15,19,17.8
2013,9,15,20,3.96
2013,9,15,21,0.87
2013,9,15,22,5.15
2013,9,15,23,3.27
2013,9,16,0,2.49
2013,9,16,1,2.78
2013,9,16,2,4.96
2013,9,16,3,2.09
2013,9,16,4,4.32
2013,9,16,5,1.33
2013,9,16,6,19.8
2013,9,16,7,16.8
2013,9,16,8,18.54
2013,9,16,9,18.12
2013,9,16,10,17.43
2013,9,16,11,17.45
2013,9,16,12,6.79
2013,9,16,13,7.21
2013,9,16,14,16.88
2013,9,16,15,19.67
2013,9,16,16,19.92
2013,9,16,17,19.94
2013,9,16,18,17.55
2013,9,16,19,15.4
2013,9,16,20,4.97
2013,9,16,21,1.23
2013,9,16,22,4.99
2013,9,16,23,3.41
2013,9,17,0,1.04
2013,9,17,1,3.56
2013,9,17,2,4.78
2013,9,17,3,0.12
2013,9,17,4,0.68
2013,9,17,5,2.37
2013,9,17,6,16.83
2013,9,17,7,19.91
2013,9,17,8,19.78
2013,9,17,9,19.79
2013,9,17,10,18.43
2013,9,17,11,18.55
2013,9,17,12,6.73
2013,9,17,13,7.64
2013,9,17,14,18.44
2013,9,17,15,17.16
2013,9,17,16,16.49
2013,9,17,17,19.57
2013,9,17,18,16.64
2013,9,17,19,15.8
2013,9,17,20,3.89
2013,9,17,21,5.27
2013,9,17,22,3.93
2013,9,17,23,2.48
2013,9,18,0,3.08
2013,9,18,1,3.21
2013,9,18,2,1.66
2013,9,18,3,4.23
2013,9,18,4,0.56
2013,9,18,5,2.53
2013,9,18,6,18.15
2013,9,18,7,16.64
2013,9,18,8,16.38
2013,9,18,9,15.53
2013,9,18,10,19.22
2013,9,18,11,19.63
2013,9,18,12,7.53
2013,9,18,13,6.11
2013,9,18,14,18.18
2013,9,18,15,17.58
2013,9,18,16,18.3
2013,9,18,17,18.99
2013,9,18,18,15.86
2013,9,18,19,17.28
2013,9,18,20,2.57
2013,9,18,21,0.86
2013,9,18,22,1.25
2013,9,18,23,4.85
2013,9,19,0,1.83
2013,9,19,1,1.79
2013,9,19,2,4.76
2013,9,19,3,5.66
2013,9,19,4,1.64
2013,9,19,5,1.53
2013,9,19,6,18.63
2013,9,19,7,18.26
2013,9,19,8,17.45
2013,9,19,9,17.83
2013,9,19,10,19.65
2013,9,19,11,18.46
2013,9,19,12,7.66
2013,9,19,13,6.76
2013,9,19,14,15.38
2013,9,19,15,19.73
2013,9,19,16,19.44
2013,9,19,17,19.58
2013,9,19,18,15.29
2013,9,19,19,16.56
2013,9,19,20,4.14
2013,9,19,21,5.6
2013,9,19,22,1.8
2013,9,19,23,1.31
2013,9,20,0,0.48
2013,9,20,1,2.13
2013,9,20,2,3.54
2013,9,20,3,4.07
2013,9,20,4,5.66
2013,9,20,5,3.93
2013,9,20,6,18.66
2013,9,20,7,17.48
2013,9,20,8,15.69
2013,9,20,9,15.22
2013,9,20,10,19.12
2013,9,20,11,16.92
2013,9,20,12,6.46
2013,9,20,13,7.96
2013,9,20,14,16.28
2013,9,20,15,19.8
2013,9,20,16,15.64
2013,9,20,17,15.06
2013,9,20,18,17.47
2013,9,20,19,17.36
2013,9,20,20,2.2
2013,9,20,21,3.58
2013,9,20,22,0.57
2013,9,20,23,4.55
2013,9,21,0,5.68
2013,9,21,1,2.35
2013,9,21,2,1.48
2013,9,21,3,3.32
2013,9,21,4,2.33
2013,9,21,5,5.07
2013,9,21,6,17.81
2013,9,21,7,18.07
2013,9,21,8,17.4
2013,9,21,9,17.69
2013,9,21,10,17.95
2013,9,21,11,17.68
2013,9,21,12,7.81
2013,9,21,13,7.31
2013,9,21,14,15.2
2013,9,21,15,18.29
2013,9,21,16,19.62
2013,9,21,17,15.12
2013,9,21,18,16.92
2013,9,21,19,17.47
2013,9,21,20,1.47
2013,9,21,21,0.73
2013,9,21,22,1.47
2013,9,21,23,4.0
2013,9,22,0,0.38
2013,9,22,1,1.42
2013,9,22,2,5.09
2013,9,22,3,2.49
2013,9,22,4,2.0
2013,9,22,5,4.69
2013,9,22,6,15.59
2013,9,22,7,16.04
2013,9,22,8,18.8
2013,9,22,9,15.45
2013,9,22,10,19.46
2013,9,22,11,19.36
2013,9,22,12,6.3
2013,9,22,13,6.56
2013,9,22,14,19.16
2013,9,22,15,19.73
2013,9,22,16,17.37
2013,9,22,17,16.36
2013,9,22,18,15.84
2013,9,22,19,19.87
2013,9,22,20,2.75
2013,9,22,21,5.4
2013,9,22,22,1.94
2013,9,22,23,5.02
2013,9,23,0,3.35
2013,9,23,1,5.11
2013,9,23,2,0.43
2013,9,23,3,3.7
2013,9,23,4,4.59
2013,9,23,5,1.15
2013,9,23,6,15.44
2013,9,23,7,16.06
2013,9,23,8,16.69
2013,9,23,9,18.23
2013,9,23,10,17.33
2013,9,23,11,19.16
2013,9,23,12,7.69
2013,9,23,13,7.77
2013,9,23,14,18.23
2013,9,23,15,16.1
2013,9,23,16,16.48
2013,9,23,17,19.15
2013,9,23,18,17.52
2013,9,23,19,15.41
2013,9,23,20,1.96
2013,9,23,21,3.79
2013,9,23,22,2.2
2013,9,23,23,5.95
2013,9,24,0,2.31
2013,9,24,1,0.52
2013,9,24,2,4.13
2013,9,24,3,2.56
2013,9,24,4,0.16
2013,9,24,5,1.59
2013,9,24,6,15.55
2013,9,24,7,19.07
2013,9,24,8,17.5
2013,9,24,9,19.55
2013,9,24,10,17.34
2013,9,24,11,17.85
2013,9,24,12,7.3
2013,9,24,13,6.35
2013,9,24,14,18.55
2013,9,24,15,17.04
2013,9,24,16,18.0
2013,9,24,17,17.38
2013,9,24,18,15.71
2013,9,24,19,19.28
2013,9,24,20,3.72
2013,9,24,21,0.37
2013,9,24,22,2.37
2013,9,24,23,1.87
2013,9,25,0,0.17
2013,9,25,1,0.34
2013,9,25,2,5.21
2013,9,25,3,0.42
2013,9,25,4,3.36
2013,9,25,5,2.44
2013,9,25,6,15.92
2013,9,25,7,18.3
2013,9,25,8,19.13
2013,9,25,9,15.01
2013,9,25,10,19.02
2013,9,25,11,16.81
2013,9,25,12,7.76
2013,9,25,13,6.19
2013,9,25,14,18.58
2013,9,25,15,16.73
2013,9,25,16,18.12
2013,9,25,17,18.47
2013,9,25,18,15.87
2013,9,25,19,17.63
2013,9,25,20,3.52
2013,9,25,21,0.99
2013,9,25,22,2.86
2013,9,25,23,5.91
2013,9,26,0,1.39
2013,9,26,1,3.95
2013,9,26,2,4.86
2013,9,26,3,1.57
2013,9,26,4,1.85
2013,9,26,5,1.1
2013,9,26,6,17.3
2013,9,26,7,17.0
2013,9,26,8,16.84
2013,9,26,9,15.25
2013,9,26,10,19.45
2013,9,26,11,19.69
2013,9,26,12,7.77
2013,9,26,13,6.84
2013,9,26,14,17.99
2013,9,26,15,16.11
2013,9,26,16,18.87
2013,9,26,17,15.87
2013,9,26,18,19.17
2013,9,26,19,19.72
2013,9,26,20,0.57
2013,9,26,21,0.94
2013,9,26,22,0.65
2013,9,26,23,5.83
2013,9,27,0,3.06
2013,9,27,1,1.93
2013,9,27,2,5.79
2013,9,27,3,0.56
2013,9,27,4,2.96
2013,9,27,5,5.77
2013,9,27,6,15.05
2013,9,27,7,18.4
2013,9,27,8,16.26
2013,9,27,9,16.61
2013,9,27,10,15.96
2013,9,27,11,16.97
2013,9,27,12,6.01
2013,9,27,13,6.34
2013,9,27,14,17.67
2013,9,27,15,18.54
2013,9,27,16,16.04
2013,9,27,17,16.48
2013,9,27,18,18.25
2013,9,27,19,19.99
2013,9,27,20,1.74
2013,9,27,21,0.41
2013,9,27,22,3.4
2013,9,27,23,5.15
2013,9,28,0,2.67
2013,9,28,1,1.12
2013,9,28,2,5.78
2013,9,28,3,3.88
2013,9,28,4,4.81
2013,9,28,5,2.07
2013,9,28,6,16.02
2013,9,28,7,16.44
2013,9,28,8,18.11
2013,9,28,9,19.63
2013,9,28,10,18.47
2013,9,28,11,16.76
2013,9,28,12,7.08
2013,9,28,13,6.13
2013,9,28,14,18.74
2013,9,28,15,17.87
2013,9,28,16,18.21
2013,9,28,17,16.35
2013,9,28,18,16.79
2013,9,28,19,18.1
2013,9,28,20,0.69
2013,9,28,21,2.49
2013,9,28,22,0.16
2013,9,28,23,3.94
2013,9,29,0,5.59
2013,9,29,1,0.67
2013,9,29,2,0.4
2013,9,29,3,4.79
2013,9,29,4,3.77
2013,9,29,5,0.19
2013,9,29,6,16.46
2013,9,29,7,17.71
2013,9,29,8,17.18
2013,9,29,9,16.72
2013,9,29,10,19.07
2013,9,29,11,16.1
2013,9,29,12,7.15
2013,9,29,13,7.08
2013,9,29,14,16.39
2013,9,29,15,19.46
2013,9,29,16,16.22
2013,9,29,17,17.22
2013,9,29,18,18.02
2013,9,29,19,19.46
2013,9,29,20,2.87
2013,9,29,21,4.14
2013,9,29,22,5.64
2013,9,29,23,1.08
2013,9,30,0,1.06
2013,9,30,1,5.76
2013,9,30,2,4.16
2013,9,30,3,0.24
2013,9,30,4,1.79
2013,9,30,5,1.53
2013,9,30,6,15.75
2013,9,30,7,17.18
2013,9,30,8,16.83
2013,9,30,9,15.22
2013,9,30,10,18.7
2013,9,30,11,15.2
2013,9,30,12,6.41
2013,9,30,13,7.6
2013,9,30,14,18.64
2013,9,30,15,17.42
2013,9,30,16,18.51
2013,9,30,17,17.25
2013,9,30,18,18.67
2013,9,30,19,16.23
2013,9,30,20,5.42
2013,9,30,21,4.54
2013,9,30,22,0.63
2013,9,30,23,5.98
2013,10,1,0,2.15
2013,10,1,1,4.85
2013,10,1,2,2.35
2013,10,1,3,2.5
2013,10,1,4,3.96
2013,10,1,5,2.55
2013,10,1,6,19.49
2013,10,1,7,16.15
2013,10,1,8,19.5
2013,10,1,9,19.8
2013,10,1,10,19.57
2013,10,1,11,19.61
2013,10,1,12,6.21
2013,10,1,13,7.46
2013,10,1,14,18.38
2013,10,1,15,16.7
2013,10,1,16,15.89
2013,10,1,17,18.87
2013,10,1,18,17.03
2013,10,1,19,17.27
2013,10,1,20,4.06
2013,10,1,21,4.71
2013,10,1,22,5.46
2013,10,1,23,5.84
2013,10,2,0,5.76
2013,10,2,1,0.61
2013,10,2,2,3.68
2013,10,2,3,4.94
2013,10,2,4,2.98
2013,10,2,5,4.22
2013,10,2,6,17.19
2013,10,2,7,18.31
2013,10,2,8,19.34
2013,10,2,9,16.68
2013,10,2,10,17.12
2013,10,2,11,17.17
2013,10,2,12,6.53
2013,10,2,13,6.88
2013,10,2,14,17.76
2013,10,2,15,18.27
2013,10,2,16,16.28
2013,10,2,17,17.16
2013,10,2,18,15.34
2013,10,2,19,18.87
2013,10,2,20,2.81
2013,10,2,21,4.68
2013,10,2,22,0.57
2013,10,2,23,1.58
2013,10,3,0,3.88
2013,10,3,1,1.75
2013,10,3,2,4.06
2013,10,3,3,5.21
2013,10,3,4,4.82
2013,10,3,5,3.9
2013,10,3,6,17.28
2013,10,3,7,16.6
2013,10,3,8,19.79
2013,10,3,9,18.09
2013,10,3,10,15.99
2013,10,3,11,15.98
2013,10,3,12,6.1
2013,10,3,13,6.3
2013,10,3,14,15.77
2013,10,3,15,19.06
2013,10,3,16,19.01
2013,10,3,17,19.41
2013,10,3,18,15.3
2013,10,3,19,19.13
2013,10,3,20,4.15
2013,10,3,21,0.9
2013,10,3,22,1.86
2013,10,3,23,1.8
2013,10,4,0,5.68
2013,10,4,1,2.82
2013,10,4,2,0.3
2013,10,4,3,1.49
2013,10,4,4,4.53
2013,10,4,5,2.69
2013,10,4,6,19.71
2013,10,4,7,19.23
2013,10,4,8,18.53
2013,10,4,9,17.79
2013,10,4,10,15.45
2013,10,4,11,15.72
2013,10,4,12,6.05
2013,10,4,13,6.64
2013,10,4,14,19.38
2013,10,4,15,18.39
2013,10,4,16,16.86
2013,10,4,17,16.02
2013,10,4,18,15.96
2013,10,4,19,16.11
2013,10,4,20,5.79
2013,10,4,21,5.72
2013,10,4,22,3.41
2013,10,4,23,5.79
2013,10,5,0,5.9
2013,10,5,1,0.93
2013,10,5,2,4.09
2013,10,5,3,5.05
2013,10,5,4,5.48
2013,10,5,5,0.99
2013,10,5,6,16.71
2013,10,5,7,19.43
2013,10,5,8,16.7
2013,10,5,9,19.71
2013,10,5,10,19.22
2013,10,5,11,15.48
2013,10,5,12,6.37
2013,10,5,13,7.67
2013,10,5,14,17.49
2013,10,5,15,19.45
2013,10,5,16,16.91
2013,10,5,17,15.92
2013,10,5,18,17.55
2013,10,5,19,17.24
2013,10,5,20,0.96
2013,10,5,21,2.86
2013,10,5,22,2.05
2013,10,5,23,4.54
2013,10,6,0,0.8
2013,10,6,1,4.79
2013,10,6,2,4.5
2013,10,6,3,2.43
2013,10,6,4,1.88
2013,10,6,5,3.47
2013,10,6,6,17.17
2013,10,6,7,17.83
2013,10,6,8,15.87
2013,10,6,9,19.53
2013,10,6,10,18.11
2013,10,6,11,18.02
2013,10,6,12,6.08
2013,10,6,13,6.27
2013,10,6,14,19.79
2013,10,6,15,15.41
2013,10,6,16,18.0
2013,10,6,17,16.17
2013,10,6,18,15.68
2013,10,6,19,18.99
2013,10,6,20,5.32
2013,10,6,21,0.83
2013,10,6,22,5.7
2013,10,6,23,0.86
2013,10,7,0,2.24
2013,10,7,1,3.81
2013,10,7,2,1.5
2013,10,7,3,3.37
2013,10,7,4,2.78
2013,10,7,5,4.03
2013,10,7,6,18.47
2013,10,7,7,16.82
2013,10,7,8,16.95
2013,10,7,9,15.17
2013,10,7,10,16.13
2013,10,7,11,17.19
2013,10,7,12,7.56
2013,10,7,13,7.1
2013,10,7,14,16.44
2013,10,7,15,19.9
2013,10,7,16,15.16
2013,10,7,17,17.46
2013,10,7,18,15.03
2013,10,7,19,16.24
2013,10,7,20,1.59
2013,10,7,21,4.8
2013,10,7,22,2.75
2013,10,7,23,1.67
2013,10,8,0,5.51
2013,10,8,1,1.73
2013,10,8,2,2.19
2013,10,8,3,0.82
2013,10,8,4,1.95
2013,10,8,5,1.34
2013,10,8,6,15.65
2013,10,8,7,18.31
2013,10,8,8,17.87
2013,10,8,9,19.74
2013,10,8,10,18.61
2013,10,8,11,19.92
2013,10,8,12,7.63
2013,10,8,13,7.7
2013,10,8,14,19.25
2013,10,8,15,19.23
2013,10,8,16,18.74
2013,10,8,17,17.19
2013,10,8,18,15.49
